t,V,s,V_norm,ICa_true,ICa_nn
0.0,-65.0,0.011607316445304631,-0.65,-0.04985002417273256,-1.0359380908005233
0.19569471624266144,-62.33272013704973,0.011681073526386492,-0.6233272013704974,-0.049757679904945944,-0.6704670372225239
0.3913894324853229,-59.81441873428577,0.011920490082055398,-0.5981441873428577,-0.0511025686822042,-0.31938074254977766
0.5870841487279843,-57.18845978673609,0.012370651271079855,-0.5718845978673609,-0.054231367694155416,0.04864781288946851
0.7827788649706457,-54.05847800009496,0.013130472974945016,-0.5405847800009496,-0.06001860785445147,0.486375171853517
0.9784735812133072,-49.582876774023305,0.014467143815755153,-0.49582876774023305,-0.07098679874053496,1.1058489696915144
1.1741682974559686,-41.28973780633215,0.017417024865595866,-0.4128973780633215,-0.09785537268800348,2.2081070651151027
1.36986301369863,-18.929572945005667,0.029301677075465302,-0.18929572945005668,-0.23856660599494148,4.722215985644208
1.5655577299412915,33.20781785219251,0.06360915467734456,0.3320781785219251,-0.7023439593943317,8.335725136225726
1.761252446183953,39.93350871980015,0.0995203862366641,0.39933508719800154,-1.586006264411808,7.547889495728137
1.9569471624266144,33.56155157988103,0.13404353924484405,0.3356155157988103,-3.106195104496701,4.392209247415096
2.152641878669276,24.80404976104681,0.16718580716544704,0.2480404976104681,-5.3216619294794665,-0.8970100116146003
2.3483365949119372,15.111040240779872,0.19888115340559123,0.15111040240779872,-8.297495660116569,-8.15010118998402
2.544031311154599,5.383572838724653,0.22884167905276,0.05383572838724653,-12.004583957283337,-16.423742272336018
2.73972602739726,-3.9116542450039695,0.25626546808837986,-0.0391165424500397,-16.275049870268937,-20.82884190833311
2.935420743639922,-12.605079706605201,0.2794759533699714,-0.12605079706605202,-20.714719136739056,-25.30692894421488
3.131115459882583,-20.70441813839635,0.2960763189308089,-0.2070441813839635,-24.668632516646376,-30.951810697583397
3.3268101761252447,-28.350430011409482,0.30434403564863066,-0.28350430011409483,-27.482003806618103,-34.26454748822409
3.522504892367906,-35.86079844770383,0.30472195472916097,-0.3586079844770383,-28.945055293474596,-34.8506846032875
3.7181996086105675,-43.793648619787255,0.2993576526781718,-0.43793648619787257,-29.356737023555176,-33.56720956492055
3.9138943248532287,-52.685315164021844,0.29066854932529246,-0.5268531516402184,-29.179744811915217,-30.89079856923807
4.109589041095891,-61.52748551394168,0.28058703288374026,-0.6152748551394168,-28.582984955785978,-27.753982450897574
4.305283757338552,-67.04741529964386,0.2702860508207976,-0.6704741529964386,-27.329329233033047,-25.223463507244386
4.500978473581213,-68.95833988068001,0.26022523458694435,-0.6895833988068002,-25.591449075593115,-23.611188971573682
4.6966731898238745,-69.47031140357569,0.2505155362747623,-0.6947031140357569,-23.78156845791446,-22.568273118162004
4.892367906066537,-69.63116734862287,0.2411695626473381,-0.6963116734862287,-22.058943371602794,-21.666742033602404
5.088062622309198,-69.69303306540081,0.23217927366500263,-0.6969303306540081,-20.45164628029502,-20.60526918098325
5.283757338551859,-69.70876254625355,0.22353297730511174,-0.6970876254625356,-18.958352419287657,-19.270938804515385
5.47945205479452,-69.69097029741609,0.21521859979052582,-0.6969097029741609,-17.572609442571235,-17.76920493901009
5.675146771037182,-69.64388325328777,0.20722431406458106,-0.6964388325328776,-16.287343537934877,-16.32406773228055
5.870841487279844,-69.56971595454918,0.1995386680413726,-0.6956971595454918,-15.095694312852356,-15.087737223368485
6.066536203522505,-69.4700812713587,0.19215061029015534,-0.694700812713587,-13.99117450617608,-14.066982303575267
6.262230919765166,-69.34635425398437,0.18504949144135868,-0.6934635425398438,-12.96769343400735,-13.187608716720975
6.457925636007828,-69.19978530839562,0.17822505864523724,-0.6919978530839562,-12.019548867608885,-12.369999915184065
6.653620352250489,-69.03154287467348,0.17166744758827074,-0.6903154287467348,-11.141410467136275,-11.561230901733117
6.8493150684931505,-68.84273281967376,0.16536717351786429,-0.6884273281967376,-10.328300833574561,-10.738370060894745
7.045009784735812,-68.63440871825345,0.1593151218614458,-0.6863440871825346,-9.575576074421397,-9.902250161874438
7.240704500978474,-68.40757640434022,0.1535025386722946,-0.6840757640434022,-8.878906516022756,-9.069455880710025
7.436399217221135,-68.16319657054729,0.14792102116298161,-0.6816319657054728,-8.234258003779978,-8.264100562808588
7.632093933463796,-67.90218422966662,0.14256250840178908,-0.6790218422966662,-7.637873840588312,-7.510094761114964
7.8277886497064575,-67.62540676588785,0.13741927233846454,-0.6762540676588784,-7.086257530644859,-6.825321478034644
8.023483365949119,-67.3336795724589,0.1324839092442771,-0.673336795724589,-6.57615632054136,-6.218932498131689
8.219178082191782,-67.02776021081714,0.1277493317516339,-0.6702776021081713,-6.104545606629598,-5.691702792976281
8.414872798434443,-66.70834052910102,0.1232087616070132,-0.6670834052910102,-5.668614188094598,-5.238248737666844
8.610567514677104,-66.37603659868755,0.11885572330762108,-0.6637603659868755,-5.265750361852006,-4.849711953807987
8.806262230919765,-66.03137650138822,0.11468403885838287,-0.6603137650138823,-4.893528856419088,-4.5159983352537205
9.001956947162427,-65.67478587896207,0.11068782394858492,-0.6567478587896207,-4.549698592741269,-4.2272589909215315
9.197651663405088,-65.30657036849273,0.10686148584754207,-0.6530657036849273,-4.2321712336177315,-3.97467850701035
9.393346379647749,-64.92689439150318,0.10319972347730116,-0.6492689439150319,-3.939010506336043,-3.750773754809674
9.58904109589041,-64.53575531760112,0.09969753025170779,-0.6453575531760112,-3.668422278562698,-3.54940285495889
9.784735812133073,-64.13295152198504,0.09635020046765803,-0.6413295152198504,-3.418745369880886,-3.3656299716982643
9.980430528375734,-63.71804226348409,0.09315334032432858,-0.6371804226348409,-3.1884430896092018,-3.195535735529912
10.176125244618396,-63.29029617573893,0.09010288505833593,-0.6329029617573894,-2.976095498238631,-3.03602156130119
10.371819960861057,-62.848623723229196,0.08719512429815017,-0.6284862372322919,-2.7803924061547276,-2.884629886082789
10.567514677103718,-62.39148675609923,0.08442673870355889,-0.6239148675609923,-2.600127148458559,-2.7393874368141926
10.76320939334638,-61.91677468373432,0.08179485242720089,-0.6191677468373432,-2.4341912086662663,-2.59867079287199
10.95890410958904,-61.42163101584412,0.07929710828961371,-0.6142163101584412,-2.281569818799718,-2.461089524871179
11.154598825831702,-60.90220452672828,0.07693177642179663,-0.6090220452672829,-2.141338752205983,-2.3253798893758133
11.350293542074365,-60.35328318164987,0.07469791366871284,-0.6035328318164987,-2.012662673991065,-2.1902999092535147
11.545988258317026,-59.767740274145986,0.07259560252820191,-0.5976774027414599,-1.8947956683631602,-2.054513258487007
11.741682974559687,-59.13566977867148,0.07062631939721431,-0.5913566977867147,-1.787085025594737,-1.9164428372496916
11.937377690802348,-58.44298754186209,0.06879352219116687,-0.5844298754186209,-1.688980255812793,-1.7740617684610085
12.13307240704501,-57.66907255181374,0.06710362921023537,-0.5766907255181374,-1.6000510864712605,-1.6245621314050336
12.32876712328767,-56.78258997404974,0.06556773884836747,-0.5678258997404975,-1.5200220984771389,-1.4637818956543365
12.524461839530332,-55.7336472780096,0.0642048587059888,-0.557336472780096,-1.4488409338613297,-1.285131433155041
12.720156555772995,-54.43797406400698,0.06304850528187264,-0.5443797406400698,-1.3868216720438094,-1.0774117573116113
12.915851272015656,-52.74206569952918,0.062161781143176664,-0.5274206569952917,-1.3349807529000925,-0.8199550056527605
13.111545988258317,-50.337501750977914,0.06167739371985756,-0.5033750175097791,-1.2959620860919139,-0.4705997458109441
13.307240704500979,-46.51887798446521,0.06192954534972944,-0.4651887798446521,-1.2772892438272763,0.067698191481117
13.50293542074364,-39.380869406264125,0.06405155696122235,-0.39380869406264124,-1.307752530968861,1.0447706477948582
13.698630136986301,-22.962087072111306,0.07373723975565474,-0.22962087072111306,-1.5546213517934528,3.0105315317730756
13.894324853228962,11.784439184363663,0.10307261793455041,0.11784439184363663,-2.299356567597558,5.53370201226228
14.090019569471623,27.91072737611027,0.1372872342102506,0.27910727376110267,-3.471357562971704,3.6651319903911466
14.285714285714286,22.264594329725767,0.17026145378584556,0.22264594329725768,-5.666496048191705,-1.628486826429931
14.481409001956948,12.734680262146227,0.2017585398679353,0.12734680262146228,-8.7327932799436,-9.198143487340866
14.677103718199609,2.644821557904329,0.2313545775150205,0.02644821557904329,-12.56285789568045,-17.22439247801258
14.87279843444227,-6.990725268736159,0.25790922440194675,-0.06990725268736159,-16.894126822314036,-21.309446702835142
15.068493150684931,-15.876295702016742,0.279227223754046,-0.15876295702016743,-21.187963241586797,-25.57039008953884
15.264187866927593,-24.03302475636676,0.2927826728050003,-0.2403302475636676,-24.693509602599907,-30.210537827120184
15.459882583170254,-31.670241674866634,0.29770821973395056,-0.31670241674866634,-26.88512288340781,-32.43147895841362
15.655577299412915,-39.19939384586945,0.2955428045537604,-0.3919939384586945,-27.810717014872097,-32.157698801018
15.851272015655578,-47.19573716369383,0.2888017803001818,-0.4719573716369383,-27.890411904800494,-30.218002093516883
16.046966731898237,-55.81163272210453,0.2796964032647402,-0.5581163272210453,-27.507515482045193,-27.56122533539941
16.2426614481409,-63.27403644651763,0.2697699623579003,-0.6327403644651762,-26.67584118926433,-25.179252406095078
16.438356164383563,-67.22512732586965,0.2598374206517731,-0.6722512732586965,-25.28119061520413,-23.582662634776344
16.634050880626223,-68.56039917785031,0.2501836743632988,-0.6856039917785032,-23.60469633114338,-22.546616122744343
16.829745596868886,-68.97259336712068,0.24087402770873065,-0.6897259336712068,-21.928492068937587,-21.64675966026877
17.025440313111545,-69.12785819872283,0.23191349722654506,-0.6912785819872284,-20.344056351557228,-20.583040608086225
17.22113502935421,-69.1955782101476,0.2232936108967886,-0.691955782101476,-18.866596933707967,-19.246108297853223
17.416829745596868,-69.21653283204628,0.21500325965741607,-0.6921653283204628,-17.49359889606773,-17.74402330689415
17.61252446183953,-69.20215027327701,0.2070310343635922,-0.6920215027327701,-16.219108062744755,-16.30074732146757
17.80821917808219,-69.15683313218933,0.1993657416776169,-0.6915683313218933,-15.036719403446341,-15.066698255656151
18.003913894324853,-69.08306617208628,0.1919965264738361,-0.6908306617208627,-13.940211896435578,-14.047363981502874
18.199608610567516,-68.98269626021298,0.18491290183690479,-0.6898269626021297,-12.923687992472296,-13.168415210206913
18.395303326810176,-68.85729881185162,0.17810475428677985,-0.6885729881185162,-11.981599387433493,-12.350660049956314
18.59099804305284,-68.70829976844608,0.1715623410656122,-0.6870829976844608,-11.108743140201259,-11.541645311601192
18.786692759295498,-68.53702343226597,0.16527628437970399,-0.6853702343226596,-10.300248999918495,-10.718771811175722
18.98238747553816,-68.34471448829451,0.15923756428960528,-0.6834471448829451,-9.551563883297717,-9.88304010743575
19.17808219178082,-68.13254875290336,0.153437510923086,-0.6813254875290337,-8.858435438182275,-9.051058197272356
19.373776908023483,-67.90163831262159,0.1478677963844205,-0.6790163831262158,-8.216895504045041,-8.246851685408432
19.569471624266146,-67.6530339595124,0.14252042664472317,-0.676530339595124,-7.623243877734207,-7.49417885275735
19.765166340508806,-67.38772431555977,0.13738773351488695,-0.6738772431555976,-7.074032500624058,-6.8107597711359205
19.96086105675147,-67.1066331878065,0.13246236693775226,-0.671066331878065,-6.566050248131339,-6.205616535248671
20.15655577299413,-66.81061494006505,0.12773728773023596,-0.6681061494006505,-6.096308367226253,-5.679447870639968
20.35225048923679,-66.50044759363095,0.12320576092573397,-0.6650044759363095,-5.6620265915706876,-5.226844689134253
20.54794520547945,-66.1768240400259,0.1188613499526626,-0.6617682404002591,-5.260619978004993,-4.838959061326448
20.743639921722114,-65.8403411077147,0.11469791186829173,-0.6584034110771471,-4.889686466589043,-4.505726705887211
20.939334637964777,-65.49148605326276,0.11070959391293568,-0.6549148605326276,-4.546995158079514,-4.217335297460437
21.135029354207436,-65.13062011251034,0.10689083173966313,-0.6513062011251034,-4.230475306052376,-3.9650051596911258
21.3307240704501,-64.75795845300229,0.10323634976708396,-0.6475795845300228,-3.9382060142471995,-3.741284518655304
21.52641878669276,-64.3735455671945,0.09974116423997229,-0.643735455671945,-3.6684066291874613,-3.5400574307758923
21.72211350293542,-63.97722477558436,0.09640058978962207,-0.6397722477558436,-3.4194278222590175,-3.356408870314934
21.91780821917808,-63.56859961280055,0.09321025053539997,-0.6356859961280055,-3.189743352950369,-3.1864360069941133
22.113502935420744,-63.14698410750056,0.09016609719486049,-0.6314698410750056,-2.9779425200720544,-3.027053551207707
22.309197651663403,-62.71133750453156,0.08726443228003626,-0.6271133750453156,-2.7827233210126727,-2.8758150270368272
22.504892367906066,-62.26017677511217,0.08450194637842881,-0.6226017677511217,-2.6028863603973935,-2.730757045523772
22.70058708414873,-61.79145684440058,0.0818757699517666,-0.6179145684440058,-2.4373295835004183,-2.5902658875150237
22.89628180039139,-61.30240297901502,0.07938354736808,-0.6130240297901502,-2.2850439630620434,-2.4529617822828764
23.091976516634052,-60.78927069785587,0.07702354361741094,-0.6078927069785587,-2.1451103538526195,-2.317594031195937
23.28767123287671,-60.24699327371813,0.0747948004647248,-0.6024699327371813,-2.0166978738189303,-2.182938086460501
23.483365949119374,-59.66864999981743,0.07269736980420546,-0.5966864999981744,-1.8990644192689428,-2.0476825188776706
23.679060665362034,-59.04463905983147,0.07073267202342101,-0.5904463905983147,-1.7915603675159435,-1.9102877077095122
23.874755381604697,-58.361345147907414,0.06890406544520486,-0.5836134514790742,-1.6936373710917425,-1.7687858632869784
24.07045009784736,-57.598904397876915,0.06721779007859942,-0.5759890439787692,-1.6048658584759774,-1.6204666664600147
24.26614481409002,-56.727271457073655,0.065684615158486,-0.5672727145707366,-1.524968551148584,-1.4613379367399757
24.461839530332682,-55.69889176290168,0.06432290788005553,-0.5569889176290168,-1.4538860078993485,-1.285124468830871
24.65753424657534,-54.43406782115423,0.06316483945078769,-0.5443406782115423,-1.3919130210412929,-1.0812549225032433
24.853228962818005,-52.78912152588257,0.0622703622745187,-0.5278912152588258,-1.3400135102522626,-0.8304366843192557
25.048923679060664,-50.47941571135787,0.061763566773794555,-0.5047941571135788,-1.3006686722481458,-0.49388609821106155
25.244618395303327,-46.866577206085395,0.061948909858514936,-0.46866577206085397,-1.2807568578859478,0.01599319390711118
25.44031311154599,-40.271767004798875,0.06381336549724034,-0.40271767004798875,-1.305299946781379,0.9205628264328609
25.63600782778865,-25.555131132192376,0.07208881904757572,-0.25555131132192377,-1.5128411797136379,2.7239669961308204
25.831702544031312,7.00100422349304,0.09945935759028073,0.0700100422349304,-2.2356091536867266,5.289964903003488
26.027397260273972,27.116922435283872,0.13371108917278812,0.27116922435283874,-3.3212490665554313,4.065807405720201
26.223091976516635,22.601723616905822,0.16682262616524293,0.22601723616905822,-5.421146883621969,-1.0527841893642818
26.418786692759294,13.220872608254842,0.19846868962227063,0.1322087260825484,-8.412021377821503,-8.31680698923903
26.614481409001957,3.093273080260104,0.22824262829222444,0.03093273080260104,-12.180441118741964,-16.66310561603325
