gCa,train_V_rmse,train_m_rmse,train_h_rmse,train_n_rmse,train_p_rmse,train_s_rmse,train_gate_rmse_mean,train_V_rmse_vs_noisy,train_ICa_rmse,train_ICa_rmse_norm,forecast_V_rmse,forecast_m_rmse,forecast_h_rmse,forecast_n_rmse,forecast_p_rmse,forecast_s_rmse,forecast_gate_rmse_mean,forecast_V_rmse_vs_noisy,forecast_ICa_rmse,forecast_ICa_rmse_norm,forecast_spike_mean_abs_dev_ms,forecast_spike_count_diff,forecast_rollout_horizon_ms
0.4,0.17155376638337183,0.0009513134802322486,0.0005354001827396256,0.0004154142043213367,0.0013447241396277695,0.00011177218661485526,0.0006717248387071671,0.5105229459649201,2.6921611586527754,1.4332001891324009,0.15599502303738172,0.0009139491857299099,0.0006282546534908062,0.0004300975421329072,0.001469096431604421,7.881152503307808e-5,0.0007040418675982245,0.5731969430042236,2.072567838670779,1.1791588919620495,0.0,0.0,70.0
1.0,0.12062473690855173,0.0008130914295015594,0.0004893267633380614,0.0004590588228977735,0.000510780221044875,0.00028325589215519195,0.0005111026257874922,0.5100595752719619,1.5708687309206792,0.33573110791931293,0.10736010972596685,0.001003979904603321,0.0006138073458549374,0.0005184941169426399,0.000992525619666416,0.00030208124526128475,0.0006861776464657198,0.5345075110030786,1.4445222976298773,0.3325491936637111,0.0,0.0,70.0
2.0,0.1308924323410108,0.0008964133339212146,0.00041153591474145585,0.00039377533277391467,0.0007364251356560924,0.00028201033054416546,0.0005440320095273685,0.4937099812620501,1.1161800098390684,0.11982636888824583,0.2191970340109573,0.0018149332685121603,0.0004733829702382431,0.0005282755660819738,0.0010113943610683752,0.00037907559422187357,0.0008414123520245252,0.5772275943586882,0.9514209254399828,0.11229216448147902,0.0,0.0,70.0
4.0,0.16698809924119057,0.0014115933239699612,0.0005539486514509106,0.00037837096019594093,0.0015027652262753874,0.00017092790005290796,0.0008035212123890216,0.44360452223674157,1.573148054933301,0.08489264964033692,0.14980416226712995,0.0013145531554917145,0.0006514676656673991,0.0004088430945492136,0.0016550235041530104,0.00010743808849074897,0.0008274651016704174,0.5057585246655516,1.0733079706956494,0.06772530981692793,0.0,0.0,70.0
