gCa,seed,a_hat,a_true,b_hat,b_true,Erev,Erev_true,r2_cond_true,r2_cond_nn,r2_sindy_true,r2_sindy_nn,rmse_nn_true,n_sindy_terms
2.0,1111,1.2008867470051556,2.0,-289.4676399657321,-240.0,241.04491176010066,120.0,0.9881456983773574,0.9966810016278772,0.9875766965769663,0.99856345919494,1.0038250475026813,6
2.0,2222,3.094842062703728,2.0,-158.98795696934033,-240.0,51.37191292742243,120.0,0.9638751626997366,0.9761035137860472,0.9640835806247989,0.9850666312873199,1.5426583074136215,6
2.0,3333,1.4748063144290884,2.0,-264.89601015598384,-240.0,179.61410089197213,120.0,0.9965888468313552,0.9877397041752407,0.9948402296092789,0.9883214814303541,1.0232178528082796,6
2.0,4444,0.6730558988367701,2.0,-314.7219056159921,-240.0,467.60143720591424,120.0,0.973269254946107,0.9852166822105758,0.9804709904352469,0.9953324629042856,1.3301239822982773,6
2.0,5555,1.5341584879373544,2.0,-268.5884532550169,-240.0,175.07216846685031,120.0,0.9960532944984501,0.9802798467707082,0.851939062248856,0.865672267512132,1.451213195967025,6
0.4,1111,-0.3719798574860592,0.4,-89.22550671921876,-48.0,-239.86650062782684,120.0,0.7806472493640154,0.2152352380420134,-0.35870485913710626,0.24300334080922215,2.276730578073873,6
