gCa_true,seed,gCa,ECa,sse_full,sse_v,chi2
2.0,1111,0.0,216.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,219.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,222.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,225.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,228.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,231.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,234.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,237.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,240.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,243.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,246.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,249.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,252.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,255.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,258.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,261.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,264.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,267.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,270.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,273.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,276.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,279.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,282.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,285.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,288.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,291.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,294.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,297.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.0,300.0,17889.363621239783,17886.174813440874,219162.50022470628
2.0,1111,0.05,0.0,17620.572688801774,17617.435003092538,215601.6419102171
2.0,1111,0.05,3.0,17610.894735879112,17607.758939000396,215469.4994813843
2.0,1111,0.05,6.0,17601.21603237336,17598.08212416666,215337.3703005975
2.0,1111,0.05,9.0,17591.536572039484,17588.404552345222,215205.25436954992
2.0,1111,0.05,12.0,17581.856354389358,17578.726223047484,215073.15170187608
2.0,1111,0.05,15.0,17572.175382081936,17569.047138932285,214941.06231503346
2.0,1111,0.05,18.0,17562.493656316976,17559.36730119907,214808.98622523807
2.0,1111,0.05,21.0,17552.811178279553,17549.686711032617,214676.9234486509
2.0,1111,0.05,24.0,17543.127949211386,17540.005369674305,214544.87400175465
2.0,1111,0.05,27.0,17533.443970348006,17530.323278359385,214412.83790091652
2.0,1111,0.05,30.0,17523.759242956512,17520.64043835462,214280.81516265054
2.0,1111,0.05,33.0,17514.073768315076,17510.95685093787,214148.80580356362
2.0,1111,0.05,36.0,17504.387547730512,17501.27251741566,214016.80984033548
2.0,1111,0.05,39.0,17494.70039054843,17491.587247135198,213884.82670155866
2.0,1111,0.05,42.0,17485.01267739206,17481.90142071548,213752.85756563893
2.0,1111,0.05,45.0,17475.324223038024,17472.21485293476,213620.9018793758
2.0,1111,0.05,48.0,17465.635028918354,17462.527545224755,213488.95966009094
2.0,1111,0.05,51.0,17455.94509647896,17452.83949903108,213357.03092499508
2.0,1111,0.05,54.0,17446.25442711117,17443.150715744705,213225.11569117865
2.0,1111,0.05,57.0,17436.563022298295,17433.461196848664,213093.2139760885
2.0,1111,0.05,60.0,17426.870883503627,17423.7709438059,212961.32579707715
2.0,1111,0.05,63.0,17417.178012226483,17414.079958115417,212829.45117170698
2.0,1111,0.05,66.0,17407.484409967692,17404.38824127775,212697.59011744024
2.0,1111,0.05,69.0,17397.790078254093,17394.695794819392,212565.74265192798
2.0,1111,0.05,72.0,17388.095018644242,17385.002620298594,212433.90879296878
