V,s,V_norm,ICa_true,ICa_nn
-70.98488733387836,0.011607316445304631,-0.7098488733387837,-0.025731354730325513,-1.676905322883675
-70.98488733387836,0.015297275908798376,-0.7098488733387837,-0.04469173372953634,-0.25618348883013287
-70.98488733387836,0.01898723537229212,-0.7098488733387837,-0.06885293710837366,1.3026331273219443
-70.98488733387836,0.022677194835785865,-0.7098488733387837,-0.09821496486683755,2.834274331245264
-70.98488733387836,0.02636715429927961,-0.7098488733387837,-0.13277781700492788,4.181646774357525
-70.98488733387836,0.030057113762773355,-0.7098488733387837,-0.1725414935226448,5.253777974683445
-70.98488733387836,0.0337470732262671,-0.7098488733387837,-0.21750599441998822,6.038125203974402
-70.98488733387836,0.03743703268976084,-0.7098488733387837,-0.26767131969695807,6.574239963713711
-70.98488733387836,0.041126992153254584,-0.7098488733387837,-0.3230374693535545,6.920006982732482
-70.98488733387836,0.044816951616748334,-0.7098488733387837,-0.3836044433897775,7.129704237003398
-70.98488733387836,0.04850691108024208,-0.7098488733387837,-0.44937224180562696,7.245420755808431
-70.98488733387836,0.05219687054373582,-0.7098488733387837,-0.520340864601103,7.296383928910447
-70.98488733387836,0.05588683000722956,-0.7098488733387837,-0.5965103117762054,7.301329829429199
-70.98488733387836,0.05957678947072331,-0.7098488733387837,-0.6778805833309345,7.271340141823798
-70.98488733387836,0.06326674893421705,-0.7098488733387837,-0.7644516792652899,7.212195112542859
-70.98488733387836,0.0669567083977108,-0.7098488733387837,-0.856223599579272,7.1260697114648694
-70.98488733387836,0.07064666786120455,-0.7098488733387837,-0.9531963442728808,7.012677670011475
-70.98488733387836,0.07433662732469828,-0.7098488733387837,-1.0553699133461156,6.870026301251923
-70.98488733387836,0.07802658678819203,-0.7098488733387837,-1.1627443067989773,6.694928437901104
-70.98488733387836,0.08171654625168577,-0.7098488733387837,-1.275319524631465,6.4833853263924235
-70.98488733387836,0.08540650571517952,-0.7098488733387837,-1.39309556684358,6.230924586648553
-70.98488733387836,0.08909646517867327,-0.7098488733387837,-1.5160724334353213,5.932952999807438
-70.98488733387836,0.092786424642167,-0.7098488733387837,-1.6442501244066887,5.585162061834166
-70.98488733387836,0.09647638410566076,-0.7098488733387837,-1.777628639757683,5.184001093885169
-70.98488733387836,0.10016634356915449,-0.7098488733387837,-1.9162079794883033,4.727205729534028
-70.98488733387836,0.10385630303264824,-0.7098488733387837,-2.059988143598551,4.214339405406434
-70.98488733387836,0.10754626249614199,-0.7098488733387837,-2.208969132088425,3.6472769691438804
-70.98488733387836,0.11123622195963573,-0.7098488733387837,-2.3631509449579244,3.030541573782192
-70.98488733387836,0.11492618142312948,-0.7098488733387837,-2.5225335822070516,2.3714085997060694
-70.98488733387836,0.11861614088662323,-0.7098488733387837,-2.687117043835805,1.6797191093223693
-70.98488733387836,0.12230610035011696,-0.7098488733387837,-2.8569013298441845,0.9673964709196046
-70.98488733387836,0.1259960598136107,-0.7098488733387837,-3.0318864402321903,0.2477188932686376
-70.98488733387836,0.12968601927710446,-0.7098488733387837,-3.212072374999824,-0.46555183023475966
-70.98488733387836,0.1333759787405982,-0.7098488733387837,-3.3974591341470832,-1.1590641996182187
-70.98488733387836,0.13706593820409194,-0.7098488733387837,-3.5880467176739685,-1.8206816768113052
-70.98488733387836,0.1407558976675857,-0.7098488733387837,-3.7838351255804814,-2.4401177572699577
-70.98488733387836,0.14444585713107944,-0.7098488733387837,-3.9848243578666205,-3.0093612544233994
-70.98488733387836,0.14813581659457317,-0.7098488733387837,-4.191014414532385,-3.522889142224162
-70.98488733387836,0.15182577605806694,-0.7098488733387837,-4.402405295577778,-3.977693051476299
-70.98488733387836,0.15551573552156067,-0.7098488733387837,-4.618997001002796,-4.373163812836019
-70.98488733387836,0.1592056949850544,-0.7098488733387837,-4.840789530807441,-4.710886757938436
-70.98488733387836,0.16289565444854814,-0.7098488733387837,-5.067782884991711,-4.994399983721162
-70.98488733387836,0.1665856139120419,-0.7098488733387837,-5.299977063555611,-5.2289600050929845
-70.98488733387836,0.17027557337553564,-0.7098488733387837,-5.537372066499135,-5.421346155484766
-70.98488733387836,0.17396553283902938,-0.7098488733387837,-5.779967893822285,-5.579718857489681
-70.98488733387836,0.17765549230252314,-0.7098488733387837,-6.027764545525065,-5.713529093928184
-70.98488733387836,0.18134545176601688,-0.7098488733387837,-6.280762021607467,-5.833457686120865
-70.98488733387836,0.18503541122951062,-0.7098488733387837,-6.538960322069497,-5.951343014186657
-70.98488733387836,0.18872537069300438,-0.7098488733387837,-6.802359446911155,-6.080034231733067
-70.98488733387836,0.19241533015649812,-0.7098488733387837,-7.070959396132438,-6.233085352626809
-70.98488733387836,0.19610528961999185,-0.7098488733387837,-7.344760169733347,-6.424190145457603
-70.98488733387836,0.1997952490834856,-0.7098488733387837,-7.623761767713884,-6.666262753499158
-70.98488733387836,0.20348520854697935,-0.7098488733387837,-7.90796419007405,-6.970116818710529
-70.98488733387836,0.2071751680104731,-0.7098488733387837,-8.197367436813838,-7.342809736358108
-70.98488733387836,0.21086512747396682,-0.7098488733387837,-8.491971507933254,-7.785901380689337
-70.98488733387836,0.2145550869374606,-0.7098488733387837,-8.791776403432298,-8.294080517087584
-70.98488733387836,0.21824504640095432,-0.7098488733387837,-9.096782123310966,-8.854723851306233
-70.98488733387836,0.22193500586444806,-0.7098488733387837,-9.40698866756926,-9.448834690128919
-70.98488733387836,0.22562496532794182,-0.7098488733387837,-9.722396036207185,-10.053408610938215
-70.98488733387836,0.22931492479143556,-0.7098488733387837,-10.043004229224733,-10.644730054935625
-70.98488733387836,0.2330048842549293,-0.7098488733387837,-10.368813246621906,-11.201709403958812
-70.98488733387836,0.23669484371842306,-0.7098488733387837,-10.69982308839871,-11.708369501270703
-70.98488733387836,0.2403848031819168,-0.7098488733387837,-11.036033754555138,-12.154977885054004
-70.98488733387836,0.24407476264541053,-0.7098488733387837,-11.377445245091192,-12.53784866589098
-70.98488733387836,0.24776472210890427,-0.7098488733387837,-11.724057560006873,-12.858223885799132
-70.98488733387836,0.25145468157239803,-0.7098488733387837,-12.075870699302182,-13.12076226230279
-70.98488733387836,0.2551446410358918,-0.7098488733387837,-12.43288466297712,-13.332065520717677
-70.98488733387836,0.2588346004993855,-0.7098488733387837,-12.795099451031675,-13.49948750211674
-70.98488733387836,0.26252455996287927,-0.7098488733387837,-13.162515063465866,-13.630303259073195
-70.98488733387836,0.266214519426373,-0.7098488733387837,-13.535131500279675,-13.731208870174292
-70.98488733387836,0.26990447888986674,-0.7098488733387837,-13.91294876147312,-13.808076379995999
-70.98488733387836,0.2735944383533605,-0.7098488733387837,-14.295966847046186,-13.865881931623026
-70.98488733387836,0.2772843978168542,-0.7098488733387837,-14.684185756998875,-13.908738285539686
-70.98488733387836,0.280974357280348,-0.7098488733387837,-15.0776054913312,-13.939981657006935
-70.98488733387836,0.28466431674384174,-0.7098488733387837,-15.476226050043147,-13.962280078466225
-70.98488733387836,0.28835427620733545,-0.7098488733387837,-15.880047433134717,-13.97774378393759
-70.98488733387836,0.2920442356708292,-0.7098488733387837,-16.28906964060592,-13.98802726820961
-70.98488733387836,0.295734195134323,-0.7098488733387837,-16.703292672456747,-13.994418472382037
-70.98488733387836,0.2994241545978167,-0.7098488733387837,-17.122716528687196,-13.997913942828003
-70.98488733387836,0.30311411406131045,-0.7098488733387837,-17.547341209297276,-13.9992806236206
-69.58070569719311,0.011607316445304631,-0.6958070569719311,-0.025542169626185874,-0.8308535248483686
-69.58070569719311,0.015297275908798376,-0.6958070569719311,-0.04436314588842128,0.6964280871177264
-69.58070569719311,0.01898723537229212,-0.6958070569719311,-0.06834670841526035,2.2662340627840836
-69.58070569719311,0.022677194835785865,-0.6958070569719311,-0.09749285720670314,3.7047468683404583
-69.58070569719311,0.02636715429927961,-0.6958070569719311,-0.13180159226274954,4.887265576239586
-69.58070569719311,0.030057113762773355,-0.6958070569719311,-0.1712729135833997,5.771512196762598
-69.58070569719311,0.0337470732262671,-0.6958070569719311,-0.21590682116865348,6.381953134187547
-69.58070569719311,0.03743703268976084,-0.6958070569719311,-0.2657033150185109,6.773961429944749
-69.58070569719311,0.041126992153254584,-0.6958070569719311,-0.32066239513297207,7.005482116933689
-69.58070569719311,0.044816951616748334,-0.6958070569719311,-0.380784061512037,7.123639730592788
-69.58070569719311,0.04850691108024208,-0.6958070569719311,-0.4460683141557054,7.161855671741647
-69.58070569719311,0.05219687054373582,-0.6958070569719311,-0.5165151530639777,7.141660909257939
-69.58070569719311,0.05588683000722956,-0.6958070569719311,-0.5921245782368535,7.0756809022740415
-69.58070569719311,0.05957678947072331,-0.6958070569719311,-0.6728965896743331,6.970334250983059
-69.58070569719311,0.06326674893421705,-0.6958070569719311,-0.7588311873764162,6.827879562899294
-69.58070569719311,0.0669567083977108,-0.6958070569719311,-0.8499283713431032,6.647871845718414
-69.58070569719311,0.07064666786120455,-0.6958070569719311,-0.9461881415743939,6.428200376752019
-69.58070569719311,0.07433662732469828,-0.6958070569719311,-1.0476104980702878,6.165871681547034
-69.58070569719311,0.07802658678819203,-0.6958070569719311,-1.154195440830786,5.857658498410216
-69.58070569719311,0.08171654625168577,-0.6958070569719311,-1.2659429698558873,5.500687484235365
-69.58070569719311,0.08540650571517952,-0.6958070569719311,-1.382853085145593,5.092992683993084
-69.58070569719311,0.08909646517867327,-0.6958070569719311,-1.504925786699902,4.634021140145257
-69.58070569719311,0.092786424642167,-0.6958070569719311,-1.6321610745188144,4.1250457129114855
-69.58070569719311,0.09647638410566076,-0.6958070569719311,-1.7645589486023308,3.569425058966277
-69.58070569719311,0.10016634356915449,-0.6958070569719311,-1.9021194089504505,2.972658218901972
-69.58070569719311,0.10385630303264824,-0.6958070569719311,-2.0448424555631743,2.342212186418643
-69.58070569719311,0.10754626249614199,-0.6958070569719311,-2.1927280884405023,1.6871462564642892
-69.58070569719311,0.11123622195963573,-0.6958070569719311,-2.3457763075824327,1.0175994709971876
-69.58070569719311,0.11492618142312948,-0.6958070569719311,-2.5039871129889675,0.3442290128882606
-69.58070569719311,0.11861614088662323,-0.6958070569719311,-2.667360504660106,-0.32232055501213
-69.58070569719311,0.12230610035011696,-0.6958070569719311,-2.8358964825958477,-0.9718683235653014
-69.58070569719311,0.1259960598136107,-0.6958070569719311,-3.009595046796193,-1.5950563231621864
-69.58070569719311,0.12968601927710446,-0.6958070569719311,-3.1884561972611434,-2.183630527038403
-69.58070569719311,0.1333759787405982,-0.6958070569719311,-3.372479933990696,-2.730663505434703
-69.58070569719311,0.13706593820409194,-0.6958070569719311,-3.5616662569848527,-3.230730258803817
-69.58070569719311,0.1407558976675857,-0.6958070569719311,-3.756015166243614,-3.6800362356433043
-69.58070569719311,0.14444585713107944,-0.6958070569719311,-3.955526661766978,-4.076489611140809
-69.58070569719311,0.14813581659457317,-0.6958070569719311,-4.160200743554945,-4.419712299048074
-69.58070569719311,0.15182577605806694,-0.6958070569719311,-4.370037411607518,-4.710993442371382
-69.58070569719311,0.15551573552156067,-0.6958070569719311,-4.585036665924692,-4.953199755247542
-69.58070569719311,0.1592056949850544,-0.6958070569719311,-4.805198506506471,-5.150664071065401
-69.58070569719311,0.16289565444854814,-0.6958070569719311,-5.030522933352853,-5.309074352500867
-69.58070569719311,0.1665856139120419,-0.6958070569719311,-5.26100994646384,-5.4353803890387
-69.58070569719311,0.17027557337553564,-0.6958070569719311,-5.49665954583943,-5.537725971660341
-69.58070569719311,0.17396553283902938,-0.6958070569719311,-5.737471731479623,-5.625401988800237
-69.58070569719311,0.17765549230252314,-0.6958070569719311,-5.983446503384422,-5.7088012560504975
-69.58070569719311,0.18134545176601688,-0.6958070569719311,-6.234583861553822,-5.7993387643854835
-69.58070569719311,0.18503541122951062,-0.6958070569719311,-6.490883805987825,-5.9092813793347965
-69.58070569719311,0.18872537069300438,-0.6958070569719311,-6.752346336686435,-6.051411010449391
-69.58070569719311,0.19241533015649812,-0.6958070569719311,-7.018971453649646,-6.2384320495481305
-69.58070569719311,0.19610528961999185,-0.6958070569719311,-7.290759156877461,-6.482042104024441
-69.58070569719311,0.1997952490834856,-0.6958070569719311,-7.56770944636988,-6.791636243248993
-69.58070569719311,0.20348520854697935,-0.6958070569719311,-7.849822322126905,-7.172728810106439
-69.58070569719311,0.2071751680104731,-0.6958070569719311,-8.13709778414853,-7.625350579598253
-69.58070569719311,0.21086512747396682,-0.6958070569719311,-8.42953583243476,-8.142860830356728
-69.58070569719311,0.2145550869374606,-0.6958070569719311,-8.727136466985597,-8.71169479285528
-69.58070569719311,0.21824504640095432,-0.6958070569719311,-9.029899687801032,-9.31242672663793
-69.58070569719311,0.22193500586444806,-0.6958070569719311,-9.337825494881073,-9.922138154160361
-69.58070569719311,0.22562496532794182,-0.6958070569719311,-9.65091388822572,-10.517583896695164
-69.58070569719311,0.22931492479143556,-0.6958070569719311,-9.969164867834968,-11.078314713987353
-69.58070569719311,0.2330048842549293,-0.6958070569719311,-10.29257843370882,-11.588949197061183
-69.58070569719311,0.23669484371842306,-0.6958070569719311,-10.621154585847279,-12.040161968979042
-69.58070569719311,0.2403848031819168,-0.6958070569719311,-10.954893324250337,-12.428437734355994
-69.58070569719311,0.24407476264541053,-0.6958070569719311,-11.293794648918,-12.754982727891562
-69.58070569719311,0.24776472210890427,-0.6958070569719311,-11.637858559850265,-13.024282914733341
-69.58070569719311,0.25145468157239803,-0.6958070569719311,-11.987085057047137,-13.242704067109262
-69.58070569719311,0.2551446410358918,-0.6958070569719311,-12.341474140508614,-13.41735855446963
-69.58070569719311,0.2588346004993855,-0.6958070569719311,-12.701025810234688,-13.555310022481244
-69.58070569719311,0.26252455996287927,-0.6958070569719311,-13.065740066225374,-13.663089393365844
-69.58070569719311,0.266214519426373,-0.6958070569719311,-13.435616908480654,-13.746452543103985
-69.58070569719311,0.26990447888986674,-0.6958070569719311,-13.810656337000546,-13.810303546260148
-69.58070569719311,0.2735944383533605,-0.6958070569719311,-14.19085835178504,-13.858719019982335
-69.58070569719311,0.2772843978168542,-0.6958070569719311,-14.576222952834133,-13.895026199941626
-69.58070569719311,0.280974357280348,-0.6958070569719311,-14.966750140147838,-13.92190336875135
-69.58070569719311,0.28466431674384174,-0.6958070569719311,-15.362439913726142,-13.941483703006899
-69.58070569719311,0.28835427620733545,-0.6958070569719311,-15.763292273569046,-13.955452279101873
-69.58070569719311,0.2920442356708292,-0.6958070569719311,-16.16930721967656,-13.96513154171668
-69.58070569719311,0.295734195134323,-0.6958070569719311,-16.580484752048676,-13.971553846953913
-69.58070569719311,0.2994241545978167,-0.6958070569719311,-16.99682487068539,-13.975521496127072
-69.58070569719311,0.30311411406131045,-0.6958070569719311,-17.418327575586716,-13.977655541332297
-68.17652406050786,0.011607316445304631,-0.6817652406050786,-0.02535298452204623,-0.04284161676428244
-68.17652406050786,0.015297275908798376,-0.6817652406050786,-0.04403455804730622,1.5260561641124992
-68.17652406050786,0.01898723537229212,-0.6817652406050786,-0.06784047972214703,3.0397962118675848
-68.17652406050786,0.022677194835785865,-0.6817652406050786,-0.09677074954656872,4.340005108450161
-68.17652406050786,0.02636715429927961,-0.6817652406050786,-0.13082536752057122,5.343823066563638
-68.17652406050786,0.030057113762773355,-0.6817652406050786,-0.1700043336441546,6.048777931770718
-68.17652406050786,0.0337470732262671,-0.6817652406050786,-0.21430764791731877,6.500713671643113
-68.17652406050786,0.03743703268976084,-0.6817652406050786,-0.26373531034006376,6.759011176733536
-68.17652406050786,0.041126992153254584,-0.6817652406050786,-0.3182873209123896,6.8762138772084365
-68.17652406050786,0.044816951616748334,-0.6817652406050786,-0.3779636796342964,6.8912149182434534
-68.17652406050786,0.04850691108024208,-0.6817652406050786,-0.4427643865057839,6.829716800781884
