V,s,V_norm,ICa_true,ICa_nn
-69.70876254625355,0.011607316445304631,-0.6970876254625356,-0.051118845398432,0.40384595321635874
-69.70876254625355,0.015317628322315471,-0.6970876254625356,-0.08902263428522926,0.31668665513167493
-69.70876254625355,0.01902794019932631,-0.6970876254625356,-0.13737286080108507,0.22473175128775935
-69.70876254625355,0.02273825207633715,-0.6970876254625356,-0.19616952494599948,0.12765145198454597
-69.70876254625355,0.02644856395334799,-0.6970876254625356,-0.2654126267199725,0.025100856352699985
-69.70876254625355,0.03015887583035883,-0.6970876254625356,-0.34510216612300415,-0.08327996644173385
-69.70876254625355,0.03386918770736967,-0.6970876254625356,-0.4352381431550944,-0.19786572697515847
-69.70876254625355,0.03757949958438051,-0.6970876254625356,-0.5358205578162432,-0.319045468336574
-69.70876254625355,0.04128981146139135,-0.6970876254625356,-0.6468494101064506,-0.4472218918519957
-69.70876254625355,0.04500012333840219,-0.6970876254625356,-0.7683247000257165,-0.5828104239880316
-69.70876254625355,0.04871043521541303,-0.6970876254625356,-0.900246427574041,-0.7262379913822299
-69.70876254625355,0.05242074709242387,-0.6970876254625356,-1.042614592751424,-0.8779414703052044
-69.70876254625355,0.05613105896943471,-0.6970876254625356,-1.195429195557866,-1.0383657770542545
-69.70876254625355,0.05984137084644555,-0.6970876254625356,-1.3586902359933661,-1.207961567035622
-69.70876254625355,0.06355168272345639,-0.6970876254625356,-1.532397714057925,-1.387182512856449
-69.70876254625355,0.06726199460046722,-0.6970876254625356,-1.7165516297515422,-1.5764821358759935
-69.70876254625355,0.07097230647747807,-0.6970876254625356,-1.9111519830742183,-1.7763101716114384
-69.70876254625355,0.0746826183544889,-0.6970876254625356,-2.116198774025953,-1.9871084573984756
-69.70876254625355,0.07839293023149975,-0.6970876254625356,-2.3316920026067463,-2.2093063409705342
-69.70876254625355,0.08210324210851058,-0.6970876254625356,-2.557631668816598,-2.4433156212848894
-69.70876254625355,0.08581355398552143,-0.6970876254625356,-2.7940177726555087,-2.6895250480355575
-69.70876254625355,0.08952386586253226,-0.6970876254625356,-3.0408503141234773,-2.9482944237786226
-69.70876254625355,0.09323417773954311,-0.6970876254625356,-3.2981292932205046,-3.2199483722216797
-69.70876254625355,0.09694448961655394,-0.6970876254625356,-3.5658547099465907,-3.5047698575774486
-69.70876254625355,0.10065480149356479,-0.6970876254625356,-3.8440265643017355,-3.8029935623180817
-69.70876254625355,0.10436511337057562,-0.6970876254625356,-4.132644856285939,-4.114799253331238
-69.70876254625355,0.10807542524758647,-0.6970876254625356,-4.431709585899202,-4.4403052882840806
-69.70876254625355,0.1117857371245973,-0.6970876254625356,-4.741220753141521,-4.779562433654425
-69.70876254625355,0.11549604900160815,-0.6970876254625356,-5.0611783580129,-5.132548181941505
-69.70876254625355,0.11920636087861898,-0.6970876254625356,-5.391582400513338,-5.49916176649249
-69.70876254625355,0.12291667275562983,-0.6970876254625356,-5.732432880642834,-5.879220076673478
-69.70876254625355,0.12662698463264066,-0.6970876254625356,-6.083729798401389,-6.272454672429439
-69.70876254625355,0.1303372965096515,-0.6970876254625356,-6.445473153789003,-6.67851008457872
-69.70876254625355,0.13404760838666235,-0.6970876254625356,-6.817662946805675,-7.096943564900632
-69.70876254625355,0.13775792026367317,-0.6970876254625356,-7.200299177451404,-7.527226418231409
-69.70876254625355,0.14146823214068402,-0.6970876254625356,-7.593381845726195,-7.9687470081416185
-69.70876254625355,0.14517854401769487,-0.6970876254625356,-7.996910951630042,-8.420815479868713
-69.70876254625355,0.1488888558947057,-0.6970876254625356,-8.410886495162949,-8.882670191344943
-69.70876254625355,0.15259916777171653,-0.6970876254625356,-8.835308476324911,-9.353485788412941
-69.70876254625355,0.15630947964872738,-0.6970876254625356,-9.270176895115936,-9.832382807199284
-69.70876254625355,0.16001979152573823,-0.6970876254625356,-9.71549175153602,-10.318438638934243
-69.70876254625355,0.16373010340274907,-0.6970876254625356,-10.17125304558516,-10.810699654039635
-69.70876254625355,0.1674404152797599,-0.6970876254625356,-10.637460777263357,-11.308194256450626
-69.70876254625355,0.17115072715677074,-0.6970876254625356,-11.114114946570615,-11.809946628574055
-69.70876254625355,0.17486103903378158,-0.6970876254625356,-11.601215553506934,-12.314990933687168
-69.70876254625355,0.17857135091079243,-0.6970876254625356,-12.098762598072309,-12.822385766407768
-69.70876254625355,0.18228166278780325,-0.6970876254625356,-12.606756080266742,-13.331228682254068
-69.70876254625355,0.1859919746648141,-0.6970876254625356,-13.125196000090233,-13.840670692091646
-69.70876254625355,0.18970228654182494,-0.6970876254625356,-13.654082357542785,-14.349930673083087
-69.70876254625355,0.1934125984188358,-0.6970876254625356,-14.193415152624397,-14.85830972029389
-69.70876254625355,0.1971229102958466,-0.6970876254625356,-14.74319438533506,-15.365205537343927
-69.70876254625355,0.20083322217285746,-0.6970876254625356,-15.303420055674787,-15.870127034972104
-69.70876254625355,0.2045435340498683,-0.6970876254625356,-15.874092163643573,-16.37270936742715
-69.70876254625355,0.20825384592687915,-0.6970876254625356,-16.45521070924142,-16.872729682433253
-69.70876254625355,0.21196415780388997,-0.6970876254625356,-17.046775692468316,-17.370123885191745
-69.70876254625355,0.21567446968090082,-0.6970876254625356,-17.64878711332428,-17.865004714220095
-69.70876254625355,0.21938478155791166,-0.6970876254625356,-18.2612449718093,-18.357681389818964
-69.70876254625355,0.2230950934349225,-0.6970876254625356,-18.884149267923377,-18.848681016349182
-69.70876254625355,0.22680540531193333,-0.6970876254625356,-19.517500001666512,-19.338771787107618
-69.70876254625355,0.23051571718894417,-0.6970876254625356,-20.161297173038708,-19.828987842654662
-69.70876254625355,0.23422602906595502,-0.6970876254625356,-20.815540782039964,-20.320655354160223
-69.70876254625355,0.23793634094296587,-0.6970876254625356,-21.480230828670276,-20.815419023899686
-69.70876254625355,0.2416466528199767,-0.6970876254625356,-22.155367312929645,-21.315267694633278
-69.70876254625355,0.24535696469698753,-0.6970876254625356,-22.840950234818074,-21.822557118020903
-69.70876254625355,0.24906727657399838,-0.6970876254625356,-23.536979594335566,-22.340027134910684
-69.70876254625355,0.2527775884510092,-0.6970876254625356,-24.243455391482115,-22.87080956704194
-69.70876254625355,0.25648790032802005,-0.6970876254625356,-24.960377626257714,-23.418422037709277
-69.70876254625355,0.2601982122050309,-0.6970876254625356,-25.687746298662386,-23.98674180158318
-69.70876254625355,0.26390852408204174,-0.6970876254625356,-26.425561408696105,-24.579952613797197
-69.70876254625355,0.26761883595905256,-0.6970876254625356,-27.173822956358876,-25.202456942375292
-69.70876254625355,0.27132914783606343,-0.6970876254625356,-27.932530941650725,-25.858745776177983
-69.70876254625355,0.27503945971307425,-0.6970876254625356,-28.701685364571624,-26.553219366228696
-69.70876254625355,0.27874977159008507,-0.6970876254625356,-29.481286225121572,-27.28995499913728
-69.70876254625355,0.28246008346709595,-0.6970876254625356,-30.271333523300598,-28.072422846811506
-69.70876254625355,0.28617039534410676,-0.6970876254625356,-31.071827259108666,-28.903158363678124
-69.70876254625355,0.28988070722111764,-0.6970876254625356,-31.882767432545805,-29.78340943283814
-69.70876254625355,0.29359101909812846,-0.6970876254625356,-32.70415404361199,-30.71278755055726
-69.70876254625355,0.2973013309751393,-0.6970876254625356,-33.53598709230724,-31.688962866044292
-69.70876254625355,0.30101164285215015,-0.6970876254625356,-34.37826657863155,-32.707450022894044
-69.70876254625355,0.30472195472916097,-0.6970876254625356,-35.23099250258492,-33.761532208554094
-68.32088569478452,0.011607316445304631,-0.6832088569478452,-0.050744868670894124,0.34771102939750076
-68.32088569478452,0.015317628322315471,-0.6832088569478452,-0.08837135992276464,0.26244272664359336
-68.32088569478452,0.01902794019932631,-0.6832088569478452,-0.136367864453173,0.1725352971017582
-68.32088569478452,0.02273825207633715,-0.6832088569478452,-0.19473438226211925,0.07766595601683335
-68.32088569478452,0.02644856395334799,-0.6832088569478452,-0.26347091334960343,-0.022503359585126503
-68.32088569478452,0.03015887583035883,-0.6832088569478452,-0.3425774577156254,-0.12832600426700846
-68.32088569478452,0.03386918770736967,-0.6832088569478452,-0.4320540153601854,-0.24017048259511764
-68.32088569478452,0.03757949958438051,-0.6832088569478452,-0.5319005862832831,-0.3584201255015893
-68.32088569478452,0.04128981146139135,-0.6832088569478452,-0.6421171704849188,-0.48347255527272104
-68.32088569478452,0.04500012333840219,-0.6832088569478452,-0.7627037679650923,-0.6157389078513376
-68.32088569478452,0.04871043521541303,-0.6832088569478452,-0.8936603787238037,-0.7556427795224634
-68.32088569478452,0.05242074709242387,-0.6832088569478452,-1.034987002761053,-0.9036188639669644
-68.32088569478452,0.05613105896943471,-0.6832088569478452,-1.1866836400768401,-1.060111245307965
-68.32088569478452,0.05984137084644555,-0.6832088569478452,-1.348750290671165,-1.225571313355485
-68.32088569478452,0.06355168272345639,-0.6832088569478452,-1.521186954544028,-1.4004552690163274
-68.32088569478452,0.06726199460046722,-0.6832088569478452,-1.7039936316954283,-1.585221191033753
-68.32088569478452,0.07097230647747807,-0.6832088569478452,-1.897170322125367,-1.780325640120294
-68.32088569478452,0.0746826183544889,-0.6832088569478452,-2.1007170258338435,-1.9862197834027135
-68.32088569478452,0.07839293023149975,-0.6832088569478452,-2.314633742820858,-2.2033450311451706
-68.32088569478452,0.08210324210851058,-0.6832088569478452,-2.53892047308641,-2.4321281891391395
-68.32088569478452,0.08581355398552143,-0.6832088569478452,-2.7735772166305006,-2.6729761440572783
-68.32088569478452,0.08952386586253226,-0.6832088569478452,-3.018603973453128,-2.9262701154672026
-68.32088569478452,0.09323417773954311,-0.6832088569478452,-3.274000743554294,-3.1923595269513347
